filename,wc_mmolg,split
DB0-m9_o17_o20_f0_sra.sym.27_repeat.cif,0.3327319999999999,train
DB1-Cu2O8-ADC_A-DPAC_A_No490_repeat.cif,0.545056,train
DB0-m29_o89_o1530_f0_pts.sym.4_repeat.cif,0.860413,train
DB6-cuf_6464_repeat.cif,0.247049,train
DB0-m2_o25_o29_f0_pcu.sym.79_repeat.cif,0.2261629999999999,train
DB1-Zn2O8N2-DPAC_A-irmof20_A_No827_repeat.cif,0.164868,train
DB0-m3_o51_o23_f0_fsc.sym.48_repeat.cif,2.213738,train
DB0-m2_o24_o27_f0_nbo.sym.25_repeat.cif,0.121223,train
DB5-hypotheticalMOF_13410_1_1_0_14_11_0_repeat.cif,1.636928,train
DB0-m2_o3_o16_f0_pcu.sym.49_repeat.cif,0.268547,train
DB0-m3_o24_o27_f0_nbo.sym.87_repeat.cif,0.2220799999999999,train
DB0-m3_o2_o23_f0_nbo.sym.124_repeat.cif,0.273673,train
DB0-m29_o80_o44_f0_pts.sym.40_repeat.cif,1.4412090000000002,train
DB0-m2_o6_o16_f0_pcu.sym.106_repeat.cif,0.3545589999999999,train
DB0-m3_o510_o159_f0_fsc.sym.60_repeat.cif,1.692869,train
DB0-m1_o16_wmg_repeat.cif,0.264916,train
DB0-m29_o80_o109_f0_pts.sym.93_repeat.cif,0.528002,train
DB12-QOZPIG_clean_repeat.cif,3.680219,train
DB0-m2_o8_o27_f0_pcu.sym.48_repeat.cif,0.238304,train
DB0-m2_o14_o17_f0_pcu.sym.40_repeat.cif,2.084464,train
DB0-m3_o1_o14_f0_nbo.sym.112_repeat.cif,0.188449,train
DB0-m3_o9_o17_f0_pcu.sym.40_repeat.cif,1.190538,train
DB0-m9_o1_o17_f0_sra.sym.50_repeat.cif,1.291492,train
DB0-m2_o8_o22_f0_pcu.sym.41_repeat.cif,0.330629,train
DB0-m3_o145_o23_f0_fsc.sym.19_repeat.cif,1.286309,train
