filename,wc_mmolg,split
DB12-XEGKIF_freeONLY_repeat.cif,1.359835,train
DB0-m3_o15_o20_f0_pcu.sym.7_repeat.cif,0.5741620000000001,train
DB1-Cu2O8-ADC_A-irmof6_A_No742_repeat.cif,0.356178,train
DB13-nbo-Syn024598_repeat.cif,0.199847,train
DB0-m29_o89_o530_f0_pts.sym.82_repeat.cif,0.6904790000000001,train
DB5-hypotheticalMOF_5015996_0_0_0_3_8_7_repeat.cif,0.211194,train
DB5-hypotheticalMOF_5071741_1_1_2_19_25_2_repeat.cif,0.626311,train
DB0-m29_o91_o84_f0_pts.sym.53_repeat.cif,0.4115629999999999,train
DB0-m3_o510_o159_f0_fsc.sym.60_repeat.cif,1.692869,train
DB0-m3_o1_o16_f0_pcu.sym.26_repeat.cif,1.014867,train
DB0-m2_o4_o22_f0_nbo.sym.127_repeat.cif,0.2147229999999999,train
DB0-m3_o8_o25_f0_pcu.sym.102_repeat.cif,0.36707,train
DB0-m3_o19_o25_f0_nbo.sym.139_repeat.cif,0.224461,train
DB0-m29_o90_o151_f0_pts.sym.28_repeat.cif,0.364714,train
DB0-m9_o20_o23_f0_sra.sym.85_repeat.cif,0.269443,train
DB0-m3_o148_o6_f0_fsc.sym.39_repeat.cif,1.822836,train
DB7-ddmof_15695_repeat.cif,0.217621,train
DB5-hypotheticalMOF_5066354_1_0_2_8_26_7_repeat.cif,0.327721,train
DB5-hypotheticalMOF_5024230_1_0_0_27_11_14_repeat.cif,0.177564,train
DB0-m2_o4_o4_f0_nbo.sym.72_repeat.cif,0.197413,train
DB0-m3_o19_o24_f0_nbo.sym.22_repeat.cif,0.0974819999999999,train
DB0-m2_o9_o9_f0_nbo.sym.32_repeat.cif,0.7067159999999998,train
DB7-ddmof_16702_repeat.cif,0.232039,train
DB13-nbo-Syn030231_repeat.cif,0.302772,train
DB0-m3_o145_o21_f0_fsc.sym.10_repeat.cif,1.484563,train
DB6-cuf_3610_repeat.cif,0.379295,train
DB0-m2_o23_o28_f0_nbo.sym.5_repeat.cif,0.224055,train
DB5-hypotheticalMOF_5053832_1_0_1_27_27_8_repeat.cif,0.227579,train
DB0-m2_o14_o18_f0_pcu.sym.25_repeat.cif,1.988446,train
DB0-m2_o2_o11_f0_nbo.sym.88_repeat.cif,0.140399,train
DB0-m9_o12_o22_f0_sra.sym.21_repeat.cif,0.80682,train
DB0-m3_o25_o1500_f0_fsc.sym.103_repeat.cif,2.7921179999999994,train
DB0-m3_o12_o27_f0_pcu.sym.81_repeat.cif,0.351119,train
DB0-m9_o8_o21_f0_sra.sym.5_repeat.cif,0.353714,train
DB0-m3_o146_o156_f0_fsc.sym.52_repeat.cif,0.8418040000000001,train
DB0-m3_o160_o520_f0_fsc.sym.71_repeat.cif,0.939441,train
DB0-m29_o99_o111_f0_pts.sym.3_repeat.cif,0.556523,train
DB0-m9_o3_o7_f0_sra.sym.39_repeat.cif,0.908377,train
DB0-m29_o89_o111_f0_pts.sym.11_repeat.cif,1.4116430000000002,train
DB0-m3_o17_o83_f0_fsc.sym.19_repeat.cif,2.042495,train
DB0-m3_o146_o13_f0_fsc.sym.34_repeat.cif,1.546756,train
DB0-m18_o14_o77_f0_fsc_repeat.cif,4.068237,train
DB1-Zn2O8N2-AZO_A-irmof10_A_No200_repeat.cif,2.679062,train
DB0-m2_o23_o26_f0_pcu.sym.25_repeat.cif,0.247062,train
DB0-m2_o7_o25_f0_pcu.sym.19_repeat.cif,0.344835,train
DB0-m3_o48_o25_f0_fsc.sym.83_repeat.cif,1.599264,train
DB5-hypotheticalMOF_28743_1_1_2_21_21_10_repeat.cif,1.939141,train
DB0-m3_o4_o24_f0_nbo.sym.67_repeat.cif,0.189881,train
DB0-m9_o16_o20_f0_sra.sym.25_repeat.cif,0.1779879999999999,train
DB0-m29_o83_o115_f0_pts.sym.18_repeat.cif,0.394681,train
DB0-m3_o51_o23_f0_fsc.sym.48_repeat.cif,2.213738,train
DB0-m3_o1_o146_f0_fsc.sym.60_repeat.cif,2.0756140000000003,train
DB0-m29_o83_o45_f0_pts.sym.55_repeat.cif,0.514622,train
DB5-hypotheticalMOF_5014707_1_0_0_10_10_6_repeat.cif,0.152445,train
DB1-Cu2N8-AZO_B-irmof20_B_No42_repeat.cif,0.510842,train
DB0-m2_o17_o24_f0_nbo.sym.46_repeat.cif,0.252956,train
DB0-m29_o89_o149_f0_pts.sym.79_repeat.cif,2.18767,train
DB0-m2_o16_o23_f0_pcu.sym.36_repeat.cif,0.7532650000000001,train
DB0-m29_o97_o43_f0_pts.sym.42_repeat.cif,0.706205,train
DB0-m3_o8_o10_f0_pcu.sym.40_repeat.cif,0.416107,train
DB1-Zn2O8N2-ADC_A-fum_A_No87_repeat.cif,1.036212,train
DB5-hypotheticalMOF_5040308_2_1_1_15_14_8_repeat.cif,5.375293,train
DB0-m3_o18_o26_f0_pcu.sym.66_repeat.cif,0.4141319999999999,train
DB0-m2_o5_o11_f0_nbo.sym.15_repeat.cif,0.086187,train
DB6-cuf_6814_repeat.cif,0.3969949999999999,train
DB0-m2_o11_o21_f0_pcu.sym.66_repeat.cif,0.294377,train
DB1-Cu2O8N2-DPAC_A-imdb_No25_repeat.cif,0.283284,train
DB0-m3_o146_o158_f0_fsc.sym.53_repeat.cif,1.962726,train
DB0-m29_o80_o51_f0_pts.sym.69_repeat.cif,1.989514,train
DB0-m3_o52_o6_f0_fsc.sym.28_repeat.cif,0.569044,train
DB0-m2_o4_o15_f0_nbo.sym.50_repeat.cif,0.244687,train
DB0-m29_o88_o86_f0_pts.sym.92_repeat.cif,1.3276899999999996,train
DB1-Cu2O8N2-ADC_A-irmof10_A_No37_repeat.cif,0.221346,train
DB0-m18_o28_o45_f0_fsc_repeat.cif,1.641162,train
DB0-m2_o3_o7_f0_pcu.sym.55_repeat.cif,0.560215,train
DB0-m2_o7_o24_f0_nbo.sym.132_repeat.cif,0.204787,train
DB0-m3_o20_o149_f0_fsc.sym.9_repeat.cif,0.4298749999999999,train
DB5-hypotheticalMOF_5077281_1_0_2_27_16_5_repeat.cif,0.4095789999999999,train
DB0-m3_o12_o19_f0_pcu.sym.75_repeat.cif,0.255004,train
DB0-m3_o1490_o158_f0_fsc.sym.13_repeat.cif,3.113358,train
DB0-m3_o2_o21_f0_pcu.sym.38_repeat.cif,0.590226,train
DB7-ddmof_17865_repeat.cif,0.1643439999999999,train
DB0-m3_o1500_o4_f0_fsc.sym.68_repeat.cif,0.766992,train
DB0-m3_o4_o7_f0_nbo.sym.111_repeat.cif,0.2483039999999999,train
DB0-m2_o27_o95_f0_fsc_repeat.cif,0.538104,train
DB0-m9_o7_o17_f0_sra.sym.68_repeat.cif,0.568208,train
DB0-m3_o51_o14_f0_fsc.sym.35_repeat.cif,2.441183,train
DB1-Cu2O8-ADC_A-irmof7_A_No1256_repeat.cif,0.7226060000000001,train
