filename,wc_mmolg,split
DB0-m3_o16_o20_f0_pcu.sym.49_repeat.cif,0.4713120000000001,train
DB0-m2_o11_o17_f0_pcu.sym.80_repeat.cif,0.602802,train
DB0-m3_o1_o26_f0_pcu.sym.65_repeat.cif,0.608036,train
DB0-m3_o105_o20_f0_fsc.sym.6_repeat.cif,0.978921,train
DB5-hypotheticalMOF_5034427_1_1_1_12_25_5_repeat.cif,1.224104,train
DB0-m2_o22_o3_f0_pcu_repeat.cif,0.3311989999999999,train
DB0-m29_o90_o78_f0_pts.sym.103_repeat.cif,0.512911,train
DB0-m2_o10_o20_f0_pcu.sym.34_repeat.cif,0.3795199999999999,train
DB0-m3_o23_o29_f0_pcu.sym.72_repeat.cif,0.4606059999999999,train
DB7-ddmof_18334_repeat.cif,0.2364819999999999,train
DB0-m2_o13_o26_f0_pcu.sym.92_repeat.cif,0.410317,train
DB0-m15_o142_o148_f0_fsc_repeat.cif,2.187779,train
DB0-m3_o23_o24_f0_nbo.sym.94_repeat.cif,0.273433,train
DB1-Cu2O8-AZO_A-irmof20_A_No179_repeat.cif,0.2106859999999999,train
DB6-cuf_9060_repeat.cif,0.187888,train
DB1-Zn2O8-ADC_A-irmof7_A_No1444-DB1_repeat.cif,1.491094,train
DB0-m29_o99_o470_f0_pts.sym.122_repeat.cif,0.558891,train
DB5-hypotheticalMOF_5041228_1_1_1_8_17_1_repeat.cif,0.507701,train
DB0-m29_o99_o51_f0_pts.sym.65_repeat.cif,0.6693920000000001,train
DB0-m2_o14_o24_f0_pcu.sym.17_repeat.cif,1.513633,train
DB6-cuf_1247_repeat.cif,0.477013,train
DB0-m2_o1_o25_f0_pcu.sym.14_repeat.cif,0.3798810000000001,train
DB0-m2_o20_o29_f0_pcu.sym.19_repeat.cif,0.25245,train
DB0-m2_o1_o11_f0_pcu.sym.14_repeat.cif,1.269868,train
DB0-m2_o10_o10_f0_pcu.sym.25_repeat.cif,1.022027,train
DB0-m29_o90_o55_f0_pts.sym.77_repeat.cif,0.903875,train
DB12-EBEGID_freeONLY_repeat.cif,1e-06,train
DB0-m2_o21_o27_f0_pcu.sym.112_repeat.cif,0.176349,train
DB0-m3_o7_o11_f0_nbo.sym.14_repeat.cif,0.2459759999999999,train
DB0-m3_o2_o24_f0_pcu.sym.16_repeat.cif,0.261956,train
DB0-m3_o8_o26_f0_pcu.sym.132_repeat.cif,0.325633,train
DB0-m2_o3_o26_f0_pcu.sym.46_repeat.cif,0.25326,train
DB1-MIL47V-ADC_B-BDC_B_No521_repeat.cif,1.826506,train
DB0-m2_o13_o17_f0_pcu.sym.8_repeat.cif,0.409546,train
